url,company_name,batch,sector,one_liner,overall_signal,founder_worked_in_target_industry,founder_held_target_function,founder_has_prior_exit,founder_is_repeat_yc,founder_from_top_co,domain_relevance_score,has_technical_cofounder,has_commercial_cofounder,has_domain_expert,is_solo_founder,team_completeness_score,one_line_risk,one_line_strength
https://www.ycombinator.com/companies/zymbly,Zymbly,W26,Aviation/Aerospace,Automates admin for aircraft mechanics,STRONG,True,True,False,False,False,10,True,True,True,False,10,Highly regulated aviation industry may resist AI automation,Perfect founder-market fit with deep aviation maintenance expertise
https://www.ycombinator.com/companies/general-legal,General Legal,W26,Legal Tech,AI native law firm for growth stage companies,STRONG,True,True,True,True,False,10,True,True,True,False,10,Competing against established BigLaw firms with deep client relationships,Perfect founder-market fit with legal expertise plus AI/tech background
https://www.ycombinator.com/companies/mendral,Mendral,W26,DevOps/Infrastructure,AI DevOps Engineer that autonomously handles CI failures and delivery pipeline issues,STRONG,True,True,False,True,True,10,True,True,True,False,10,Market may be crowded with DevOps automation tools,Founders literally built Docker and have deep DevOps expertise
https://www.ycombinator.com/companies/end-close,End Close,W26,Fintech,AI powered reconciliation for high-volume payments companies,STRONG,True,True,False,True,True,10,True,True,True,False,10,Competing against established legacy providers with existing enterprise relationships,"CEO built exact product at Modern Treasury, processing $1T with 99.995% automation"
https://www.ycombinator.com/companies/ndea-com,Ndea,W26,Artificial Intelligence,Building AGI that can innovate and accelerate scientific discovery,STRONG,True,True,True,False,True,10,True,True,True,False,10,Extremely ambitious AGI timeline with massive technical and competitive risks,World-class AI expertise with Francois Chollet (Keras creator) leading technical vision
https://www.ycombinator.com/companies/crosslayer-labs,Crosslayer Labs,W26,Cybersecurity,"Protect, monitor and defend your Internet presence",STRONG,True,True,False,False,True,10,True,False,True,False,7,Academic team may struggle with commercial execution and sales,World-class security expertise with proven impact on global internet standards
https://www.ycombinator.com/companies/martini,Martini,W26,Media/Entertainment,AI video production platform for professional filmmakers,STRONG,True,True,False,False,False,9,True,False,True,False,7,Missing commercial/GTM expertise in competitive AI video space,Cannes-screened cinematographer building tools for his own industry
https://www.ycombinator.com/companies/condor-energy,Condor Energy,W26,Energy,AI-powered software for enterprise energy procurement optimization,STRONG,True,True,False,False,False,9,True,True,True,False,10,Highly regulated energy market with complex compliance requirements,Deep domain expertise with former electricity trader and energy physicists
https://www.ycombinator.com/companies/unifold,Unifold,W26,Fintech,Multi-chain deposit and payment infrastructure for crypto apps,STRONG,True,True,True,False,False,9,True,True,True,False,9,Crypto market volatility and regulatory uncertainty could limit adoption,Strong crypto/fintech domain expertise with prior successful exit to MoonPay
https://www.ycombinator.com/companies/origami-robotics,Origami Robotics,W26,Robotics,Building manipulate anything AI model with matching robotic hand hardware,STRONG,True,True,False,False,False,9,True,True,True,False,9,Hardware manufacturing complexity and scaling data collection partnerships,Deep robotics expertise with novel approach to embodiment gap problem
https://www.ycombinator.com/companies/polymorph,Polymorph,W26,B2B,"Personalization infra that improves retention, LTV, and CAC",STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial/GTM expertise in founding team,Deep ML/personalization expertise from Meta and Scale AI
https://www.ycombinator.com/companies/spotpay,SpotPay,W26,Fintech,Stablecoin-powered global neobank for borderless payments,STRONG,True,True,False,False,True,9,True,True,True,False,10,Regulatory complexity across 40+ countries for crypto-based banking,Perfect founder-market fit with Google/Brex fintech expertise
https://www.ycombinator.com/companies/voygr,VOYGR,W26,B2B Software,Real-world place intelligence API for AI apps and agents,STRONG,True,True,False,False,True,9,True,True,True,False,10,Competing directly with Google's massive maps monopoly and resources,Perfect founder-market fit with Google Maps insider knowledge and top-tier ML expertise
https://www.ycombinator.com/companies/canary,Canary,W26,B2B Software,AI QA engineer that reads source code to catch bugs,STRONG,True,True,False,False,True,9,True,True,True,False,9,Highly competitive AI tooling space with many well-funded players,Deep technical expertise from top AI companies building exactly what they know
https://www.ycombinator.com/companies/grade,Grade,W26,B2B,API for performance-based payroll,STRONG,True,True,True,False,True,9,True,True,True,False,10,Performance-based payroll is complex regulatory minefield with compliance challenges,Perfect founder-market fit with prior exits and direct payments experience
https://www.ycombinator.com/companies/beesafe-ai,BeeSafe AI,W26,Cybersecurity,AI agents that defend against social engineering attacks,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial cofounder for enterprise sales execution,Deep ML/security expertise with Google pedigree targeting real problem
https://www.ycombinator.com/companies/fed10,Fed10,W26,B2B,AI agents that replace your policy consultants,STRONG,True,True,False,False,False,9,True,True,True,False,10,Regulatory/compliance market may be too niche for massive scale,Three ex-lobbyists who actually passed legislation building AI replacement
https://www.ycombinator.com/companies/squid,Squid,W26,Energy/Infrastructure,AI agents for power grid planning,STRONG,True,True,False,False,True,9,True,True,True,False,10,Highly regulated industry with long sales cycles and entrenched incumbents,Deep domain expertise from National Grid and Octopus Energy insiders
https://www.ycombinator.com/companies/corelayer,Corelayer,W26,B2B,"AI on-call engineer for data-heavy, regulated industries",STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial cofounder for enterprise sales in regulated industries,Perfect founder-market fit with deep Goldman Sachs data infrastructure experience
https://www.ycombinator.com/companies/sequence-markets,Sequence Markets,W26,Fintech,"Low-latency execution across crypto, prediction, and tokenized assets",STRONG,True,True,False,False,False,9,True,True,True,False,9,Highly competitive space with established players and regulatory uncertainty,Founder with direct trading experience at $13B fund and exchange
https://www.ycombinator.com/companies/ditto-biosciences,Ditto Biosciences,W26,Biotech,AI-powered drug discovery using parasite biology for autoimmune diseases,STRONG,True,True,False,False,False,9,True,True,True,False,9,Long drug development timelines and regulatory approval challenges,Deep scientific expertise with novel approach to autoimmune therapeutics
https://www.ycombinator.com/companies/servo7,Servo7,W26,Robotics,Robots that 10x manual industry work,STRONG,True,True,True,False,True,9,True,True,True,False,9,Robotics hardware is notoriously difficult to scale and deploy reliably,Exceptional technical founders with direct robotics deployment experience at Boeing
https://www.ycombinator.com/companies/constellation-space,Constellation Space,W26,Space Tech,AI operating system for mega-scale satellite networks,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial/GTM expertise in highly technical space industry,"Deep satellite systems expertise from SpaceX, Blue Origin, NASA"
https://www.ycombinator.com/companies/congruent,Congruent,W26,Automotive/Hardware,AI native radars for self-driving cars,STRONG,True,True,False,False,False,9,True,False,True,False,7,Missing commercial cofounder for complex automotive sales cycles,Deep autonomy expertise with ex-head of autonomy at Zendar
https://www.ycombinator.com/companies/usereframe,Reframe,W26,B2B,AI-native hardware procurement marketplace automating component sourcing,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial/sales expertise for complex B2B procurement sales cycles,Apple hardware engineer who lived the exact procurement pain they're solving
https://www.ycombinator.com/companies/approxima,Approxima,W26,Enterprise Software,"AI agents that automatically code, test, and deploy software fixes",STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial cofounder for enterprise sales execution,"Elite technical founders from Jane Street, Citadel, Databricks building dev tools"
https://www.ycombinator.com/companies/maywood,Maywood,W26,Fintech,Automating the entire IB deal workflow,STRONG,True,True,False,False,True,9,True,True,True,False,10,Selling to conservative investment banks with long sales cycles,Perfect founder-market fit with ex-Blackstone CEO and strong technical team
https://www.ycombinator.com/companies/chamber,Chamber,W26,B2B,AIOps agent for ML teams that automates infrastructure monitoring and optimization,STRONG,True,True,True,False,True,9,True,True,True,False,10,Competitive market with established players like DataDog and New Relic,Exceptional founder-market fit with deep ML infrastructure experience at top companies
https://www.ycombinator.com/companies/visibl-semiconductors,Visibl Semiconductors,W26,B2B Software,AI platform that turns compute into chip design capacity,STRONG,True,True,False,False,True,9,True,True,True,False,9,Semiconductor industry adoption cycles are notoriously slow and conservative,"CTO designed AI silicon at Microsoft, perfect domain expertise"
https://www.ycombinator.com/companies/terminal-use,Terminal Use,W26,Developer Tools,Vercel for background agents - orchestration platform for AI agents,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial/GTM expertise in technical founding team,Deep domain expertise from building largest agent use cases at Palantir
https://www.ycombinator.com/companies/overshoot,Overshoot,W26,AI Infrastructure,AI infrastructure for real-time vision applications,STRONG,True,True,True,False,True,9,True,False,True,False,7,Missing commercial/GTM expertise in technical founding team,Deep technical expertise in exact domain from Meta/Uber/Intel
https://www.ycombinator.com/companies/proximitty,Proximitty,W26,Fintech,Autonomous business loan servicing using AI agents,STRONG,True,True,False,False,True,9,True,True,True,False,10,Early stage with limited proven scale despite impressive early traction,Perfect founder-market fit with deep fintech experience and strong technical execution
https://www.ycombinator.com/companies/brownie,IncidentFox,W26,AIOps,"AI SRE agent that triages, coordinates, and fixes production incidents",STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial/GTM expertise for enterprise sales motion,Perfect founder-market fit with ex-Roblox SRE building SRE tools
https://www.ycombinator.com/companies/compresr,Compresr,W26,AI/ML Infrastructure,LLM context compression API for better accuracy and lower costs,STRONG,True,True,False,False,True,9,True,False,True,False,7,Heavily technical team lacks commercial/GTM experience for enterprise sales,Deep ML research expertise with PhD-level domain knowledge in exact problem
https://www.ycombinator.com/companies/opalite-health,Opalite Health,W26,Healthcare,AI medical interpreter for healthcare providers to communicate with non-English patients,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial cofounder for healthcare sales and GTM strategy,Physician founder with 200+ publications building exactly what she needs
https://www.ycombinator.com/companies/sponge,Sponge,W26,Fintech,Financial infrastructure for autonomous AI agents to hold and spend money,STRONG,True,True,False,False,True,9,True,True,True,False,9,Very early market - AI agents making autonomous payments still nascent,Three ex-Stripe Crypto founders building payments infrastructure for emerging AI economy
https://www.ycombinator.com/companies/ventura,Ventura,W26,B2B,AI Teammates for Industrial Distributors,STRONG,True,True,True,False,True,9,True,True,True,False,10,Narrow market focus may limit scalability beyond industrial distribution,Perfect founder-market fit with prior exit in exact same industry
https://www.ycombinator.com/companies/arcline,Arcline,W26,Legal Tech,AI-native legal services for startups with same-day turnaround,STRONG,True,True,False,False,True,9,True,True,True,False,9,Regulatory challenges and lawyer resistance to AI disruption,"Founder was outside counsel to OpenAI, perfect domain expertise"
https://www.ycombinator.com/companies/beyond-reach-labs,Beyond Reach Labs,W26,Aerospace,Space solar arrays that grow to the size of a football field in orbit,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial cofounder for complex aerospace sales cycles,PhD founder with NASA experience building exactly what they're selling
https://www.ycombinator.com/companies/robodock,RoboDock,W26,Robotics,Robots that automate depot operations for autonomous vehicle fleets,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial cofounder for complex B2B fleet sales,"Deep robotics expertise from Amazon, Zipline, Plus in exact domain"
https://www.ycombinator.com/companies/mousecat,MouseCat,W26,Fintech,AI-powered fraud investigations for companies,STRONG,True,True,True,False,True,9,True,False,True,False,7,Missing commercial/GTM expertise on founding team,Deep fraud/risk domain expertise from Coinbase + AWS AI experience
https://www.ycombinator.com/companies/palus-finance,Palus Finance,W26,Fintech,"40% higher yields on company cash, in under 5 minutes",STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial cofounder for sales and customer acquisition,Deep financial expertise with technical execution capability
https://www.ycombinator.com/companies/21st,21st,W26,Developer Tools,Infrastructure and UI building blocks for the agentic internet,STRONG,True,True,True,False,False,9,True,False,True,False,7,Missing commercial/GTM expertise in competitive developer tools market,Proven product-market fit with 1.4M developers already using their platform
https://www.ycombinator.com/companies/kyten-technologies,Kyten Technologies,W26,Aerospace,"Custom aerospace-grade battery packs for drones, submarines, and satellites",STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial/sales expertise for scaling manufacturing business,Deep SpaceX/Starlink experience with exact product they're building
https://www.ycombinator.com/companies/pirislabs,Piris Labs,W26,AI Infrastructure,"Photonic hardware for faster, cheaper AI inference",STRONG,True,True,False,False,True,9,True,True,True,False,9,Photonic hardware is extremely difficult to manufacture and scale,Deep technical expertise from MIT/Meta solving critical AI infrastructure bottleneck
https://www.ycombinator.com/companies/celltype,CellType,W26,Biotech,AI agents that run drug discovery pipeline on biological foundation models,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial cofounder for pharma sales and partnerships,Yale professor with Google DeepMind collaboration and proven cancer discovery
https://www.ycombinator.com/companies/beacon-health,Beacon Health,W26,Healthcare,AI employees that automate workflows for primary care practices,STRONG,True,True,False,False,True,9,True,True,True,False,9,Healthcare AI regulation and EHR integration complexity,Founder embedded 6 months in target practice doing exact workflows
https://www.ycombinator.com/companies/strand-ai,Strand AI,W26,Healthcare/Biotech,Multimodal foundation models to predict uncollected patient biology,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial/GTM expertise for pharma sales cycles,Deep biotech domain expertise with proven foundation model capabilities
https://www.ycombinator.com/companies/protent,Protent,W26,Security/AI,Real-time video intelligence for proactive public safety surveillance,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial/sales expertise for government procurement cycles,Deep technical expertise in classified video intelligence systems
https://www.ycombinator.com/companies/legalos,LegalOS,W26,Legal Tech,AI-native immigration law firm with 40+ years expertise,STRONG,True,True,False,False,False,9,True,True,True,False,9,Regulatory compliance and liability in highly regulated legal industry,Deep family immigration law expertise with proven track record
https://www.ycombinator.com/companies/10x-science,10x Science,W26,Biotech,AI-native platform for next-generation protein characterization,STRONG,True,True,False,True,True,9,True,False,True,False,7,Missing commercial/GTM expertise for complex biotech sales cycles,Deep domain expertise from Nobel laureate lab with proven research track record
https://www.ycombinator.com/companies/rev1,REV1,W26,B2B Software,AI that turns 3D CAD models into manufacturing-ready 2D drawings,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial cofounder to drive sales in conservative engineering market,Perfect founder-market fit with deep domain expertise from Apple/Tesla
https://www.ycombinator.com/companies/shortkit,ShortKit,W26,B2B Software,Short-form video infrastructure SDK for consumer apps,STRONG,True,True,False,False,True,9,True,True,True,False,9,Competing against well-funded video infrastructure incumbents like Mux,Michael built YouTube Shorts infrastructure for 6 years
https://www.ycombinator.com/companies/axis-2,Axis,W26,Fintech,AI-Native Trading System for commodities markets,STRONG,True,True,False,False,False,9,True,True,True,False,9,Highly regulated market with established institutional players,Both founders are experienced quantitative traders building for their domain
https://www.ycombinator.com/companies/runanywhere,RunAnywhere,W26,AI/ML Infrastructure,Infrastructure layer for deploying on-device AI at scale,STRONG,True,True,False,False,True,9,True,True,True,False,9,Highly competitive space with tech giants building similar solutions,Deep technical expertise with proven performance improvements in AI inference
https://www.ycombinator.com/companies/lucent,Lucent,W26,B2B Software,AI that automatically improves products from user behavior,STRONG,True,True,True,False,True,9,True,True,True,True,7,Solo founder scaling challenge despite strong technical and domain expertise,"Exceptional founder with prior exit, top company experience, and deep domain knowledge"
